boys_name,last_name,street_address,town,zip ,math_score,ela_score,total_score,Column1,choice_1,choice_2,choice_3,choice_4
Deven,Hurley,55 Manteca Boulevard,Main Valley,72396,253,468,721,,North Valley Junior-Sec,Main Terrace Secondary,Eastern River Secondary,Northern View Junior-Sec
London,Strickland,85 Waldorf Place,South Delta,72362,513,207,720,,East Plateau College,Central-North View High,Eastern View Composite,Southern Plateau Secondary
Marc,Tanner,805 Gadsden Drive,Western Ocean,72431,512,208,720,,Northern View Junior-Sec,Main Delta Senior,Southern Bayou Composite,Central Terrace Secondary
Deandre,Mercer,419 Mandeville Place,Northern View,72405,495,225,720,,Northern Terrace High,North Bay College,Western Bayou High,South Delta Secondary
Jair,Cowan,437 Tracy Drive,Western Plateau,72430,489,231,720,,East Valley Senior,Northern Bay Senior,Central Terrace Secondary,Central Ridge Senior
Moses,Santiago,256 Miami Gardens Court,Main Bayou,72403,465,255,720,,South Delta Secondary,Central Ridge Composite,South Ocean High,Northern Terrace High
Jensen,Riley,455 Petaluma Road,Southern River,72418,419,301,720,,West Ocean Secondary,Main Bayou College,South View Composite,East Ocean Secondary
Jasper,George,558 Colton Avenue,East Ridge,72379,356,364,720,,Eastern Plateau Senior,East Terrace Senior,Main Plateau College,Main River College
Sean,Wright,429 Hacienda Heights Place,Western Ridge,72429,354,366,720,,West Ocean Secondary,Main Delta Senior,Southern Bayou Composite,North Valley Junior-Sec
Leandro,Anderson,293 Arvada Street,Eastern Delta,72442,346,374,720,,South Delta Secondary,Main Bayou College,Southern Bay College,Southern Bayou Composite
Peter,Chapman,232 Duluth Boulevard,Eastern Valley,72436,337,383,720,,South Ocean High,Northern View Junior-Sec,Western Bayou High,Main Terrace Secondary
Malcolm,Logan,242 Boulder Boulevard,East Ocean,72381,336,384,720,,South View Composite,East Plateau College,East Ocean Senior,Western Ocean Secondary
Marc,Young,674 Wilmington Court,Main Bayou,72403,247,473,720,,Eastern Ocean College,Northern Delta Senior,Central Plateau Secondary,Northern View Junior-Sec
Karter,Dennis,823 Apple Valley Avenue,Southern River,72418,500,219,719,,Western Plateau Secondary,Northern View Junior-Sec,Central-North View High,Main Terrace College
Reed,Vincent,489 Fishers Road,South View,72355,447,272,719,,North-West Ocean Senior,West Bayou Senior,Eastern View Composite,North Valley Junior-Sec
Sonny,Rios,840 Pittsburg Avenue,Southern View,72415,443,276,719,,East Bayou College,West Ocean Senior,Central-North View High,East-Central View Composite
Frankie,Bray,112 Sherman Street,Western Delta,72432,439,280,719,,North Terrace High,Main Ridge College,Northern Terrace High,Eastern Plateau Junior-Sec
Skylar,Bruce,361 Victoria Place,East View,72375,399,320,719,,Western Delta Secondary,Main Plateau Composite,Main Terrace Senior,South Delta Secondary
Jakobe,Burnett,2 South Lyon Place,South Ocean,72361,363,356,719,,South Ridge High,North Valley Junior-Sec,South View Composite,Northern View Junior-Sec
Jamie,Hayden,894 Mount Pleasant Lane,Central Ridge,72389,357,362,719,,South Plateau Secondary,Northern River Senior,East Plateau College,North Valley Junior-Sec
Caso,Booth,506 Apopka Court,West Plateau,72370,351,368,719,,Main Delta Senior,South Ridge High,Western Delta Secondary,Eastern Bayou Secondary
Lorenzo,Fields,816 El Cajon Avenue,West Delta,72372,338,381,719,,Northern Ocean Secondary,North Bay College,East River Senior,Northern Valley Senior
Darwin,Owens,677 Pittsfield Court,West Delta,72372,323,396,719,,Central Terrace Secondary,Main Bayou College,Main Plateau Composite,Eastern River Secondary
Colt,Young,216 Conroe Street,Main Terrace,72397,293,426,719,,Central Bay Secondary,Main Ridge College,Eastern Bayou Secondary,Southern Ridge Secondary
Lucas,Bautista,162 Fort Myers Drive,Southern Ocean,72421,289,430,719,,Main Delta Senior,Southern Ridge Secondary,Main Bayou College,East Valley Senior
Leandro,Graham,366 Towson Drive,Eastern Valley,72436,285,434,719,,Central Terrace Secondary,East Ocean Senior,West Valley High,Northern Ocean Secondary
Edwin,Mcintosh,384 Lafayette Boulevard,Main River,72398,272,447,719,,Southern Plateau Secondary,Eastern Ocean College,North Ridge High,North Bay High
Devin,Hale,32 West Bend Court,South Terrace,72357,256,463,719,,Southern Bay College,East-Central View Composite,Western Ridge High,Main Plateau Composite
Jensen,Pace,574 Edinburg Drive,South Delta,72362,232,487,719,,Central Ridge Senior,East Plateau College,Eastern Terrace Secondary,Western Bayou High
Adam,Franklin,241 Tigard Drive,Central River,72388,505,213,718,,Main Plateau College,East Valley Senior,Main Terrace College,Northern Terrace High
Victor,Gallagher,802 Auburn Place,Southern Delta,72422,499,219,718,,Eastern View Composite,South Delta Secondary,Central Ridge Senior,North Bayou High
Maurice,Mora,698 Pharr Road,South View,72355,485,233,718,,South Ridge High,South River Junior-Sec,East Ocean Senior,Main Delta Composite
Johnathon,Flynn,444 Simi Valley Street,Eastern Ocean,72441,425,293,718,,Western Bayou High,South Plateau Secondary,East Bayou High,Southern Bay College
Lorenzo,Livingston,573 Glens Falls Street,North View,72345,420,298,718,,East Bayou College,Eastern Ocean Secondary,Eastern View Composite,Southern Bayou Composite
Edwin,Haas,516 West Sacramento Boulevard,North Ocean,72351,399,319,718,,Central Terrace Junior-Sec,Central Bay Secondary,South River High,West Valley High
Leonidas,Green,303 Kenner Boulevard,South Plateau,72360,399,319,718,,Northern Bayou High,Eastern River Secondary,Southern Bayou Composite,Western Delta Secondary
Ayaan,Smith,339 Everett Avenue,South Bayou,72363,385,333,718,,Central Terrace Junior-Sec,South River High,South Plateau Secondary,South Ridge High
Derick,Cobb,5 Brunswick Road,Eastern Plateau,72440,370,348,718,,Main Terrace Senior,Eastern View High,Northern River Senior,Central Terrace Junior-Sec
Derick,Moses,637 Compton Lane,East Plateau,72380,368,350,718,,East Ocean Senior,North Plateau Secondary,East Bayou College,Southern Plateau Secondary
Braiden,Fields,994 Wausau Lane,Central Bay,72394,426,292,718,,West Valley High,South Plateau Secondary,East River Senior,West Ocean Secondary
Coby,Copeland,450 Leesburg Boulevard,Main Bayou,72403,341,377,718,,Eastern View High,Southern Ocean High,East Ocean Secondary,South Valley Senior
Luka,Logan,236 Tamiami Drive,Western River,72428,334,384,718,,North Terrace High,East River Senior,Main Plateau Composite,Western Delta Secondary
Tony,Hernandez,128 Joplin Road,Northern View,72405,313,405,718,,South Plateau Secondary,Central Terrace Junior-Sec,Northern Valley Senior,Main Plateau College
Alfred,Henry,268 Dublin Boulevard,West Bay,72374,259,459,718,,Central Terrace Secondary,North Valley Junior-Sec,Central-North View High,East Valley High
Moses,Hayes,381 Dover Drive,Main Ridge,72399,250,468,718,,Southern Bayou Composite,Central Ridge Senior,Northern Bay Senior,East Valley Senior
Chad,Quinn,46 San Luis Obispo Avenue,West River,72368,243,475,718,,Western Ocean Secondary,East Valley High,Northern Delta Senior,Northern Ocean Secondary
Gavin,Hicks,841 Greenville Street,East Terrace,72377,506,211,717,,North-West Ocean Senior,East Ocean Secondary,West Valley High,South River Junior-Sec
Nikolas,Sparks,248 Mission Lane,Southern Ocean,72421,489,228,717,,East Bayou College,Eastern View Composite,Southern Bay College,Eastern Plateau Junior-Sec
Ishaan,Cordova,596 Jackson Court,Southern Ocean,72421,486,231,717,,Western Ridge High,Main Terrace Secondary,East Valley High,Eastern View Composite
Larry,Stark,348 Gresham Lane,Northern Ridge,72409,480,237,717,,Eastern Plateau Junior-Sec,East Ocean Senior,Central Bay Secondary,Main Delta Composite
Gavin,Carroll,445 Bangor Street,Central Ridge,72389,466,251,717,,East Ocean Senior,East-Central View Composite,Western Delta Junior-Sec,Western Bayou High
Gavin,Palmer,57 Caguas Place,South Bayou,72363,407,310,717,,Southern Ridge Secondary,East River Senior,Eastern Plateau Junior-Sec,Central Ridge Composite
Parker,Lynn,102 Brentwood Road,East Bayou,72383,404,313,717,,East-Central View Composite,Northern Bayou High,Main River College,South Ridge High
Aydan,Castro,477 Redlands Place,East Terrace,72377,355,362,717,,Main Plateau College,Western Plateau Secondary,Southern Bayou Composite,East Plateau College
Dayton,Chaney,396 Roswell Road,Southern Valley,72416,339,378,717,,East Valley High,Eastern View Composite,Northern Ocean Secondary,South View Composite
Deven,Archer,182 Carmichael Avenue,West Delta,72372,329,388,717,,Eastern View Composite,Western Delta Junior-Sec,Northern Ocean Secondary,North Plateau Secondary
Ruben,Serrano,852 Southfield Street,Southern Terrace,72417,312,405,717,,Western Delta Secondary,East Ocean Senior,Northern View Junior-Sec,Main Bayou College
Keagan,Bolton,669 Bend Court,Eastern Bayou,72443,307,410,717,,North Bayou High,North Plateau Secondary,East Ocean Secondary,Main Delta Composite
Leonidas,Hale,5 Charlottesville Place,East Ridge,72379,304,413,717,,Northern Delta Senior,Eastern Plateau Junior-Sec,Southern Plateau Secondary,Western Plateau Secondary
Giovani,Ortiz,392 New Braunfels Drive,Central Ocean,72391,285,432,717,,North-West Ocean Senior,Central Ridge Composite,Main Bayou College,Main Plateau College
Grayson,Cline,473 Rosemead Road,North River,72348,274,443,717,,Central Terrace Junior-Sec,Eastern Valley Junior-Sec,South Ridge High,Southern Terrace Senior
Leandro,Murillo,417 Mansfield Place,North Delta,72352,265,452,717,,Western Ocean Secondary,Eastern Terrace Secondary,South River Junior-Sec,North Bayou High
Carlo,Warner,139 Mount Vernon Road,North Delta,72352,248,469,717,,Northern Delta Senior,North-West Ocean Senior,Central Ridge Composite,Western Ridge High
Kadyn,Dixon,122 Lake Elsinore Court,North River,72348,459,257,716,,South Plateau Secondary,Western Ridge High,Eastern View High,Central-North View High
Holden,Cantrell,591 Highlands Ranch Lane,Central Bayou,72393,444,272,716,,Western Delta Secondary,Southern Ocean High,East-Central View Composite,Northern Bay College
Giovani,Miller,294 Zephyrhills Boulevard,Northern Bay,72414,418,298,716,,Eastern View High,Main Ridge College,Central Ridge Senior,East-Central View Composite
Raul,Bailey,51 State College Drive,North Bay,72354,415,301,716,,South River Junior-Sec,Western Delta Junior-Sec,Central Terrace Secondary,South Ocean High
Issac,Mckee,943 Tamiami Drive,West Valley,72366,383,333,716,,Southern Terrace Senior,East-Central View Composite,East Plateau College,Western Ridge High
Frankie,Coleman,737 Waltham Place,East River,72378,345,371,716,,Central Ridge Composite,East Ocean Secondary,East Plateau College,South River Junior-Sec
Abel,Atkins,10 Town 'n' Country Street,Western River,72428,289,427,716,,Central Bay Secondary,Central Terrace Secondary,Northern Ocean Secondary,Northern Bay Senior
Ben,Mcintosh,69 Waukegan Court,North Terrace,72347,274,442,716,,Eastern Plateau Junior-Sec,Central Terrace Secondary,West Bayou Senior,North Bay College
Victor,Bautista,54 Meriden Boulevard,Southern View,72415,268,448,716,,Western Ridge High,Main Valley Senior,Eastern Ocean College,South Valley Senior
Victor,Hernandez,945 Carmel Court,Northern View,72405,245,471,716,,Northern Bay College,Western Ocean Secondary,East Ocean Senior,North Terrace High
Aydan,Mullins,509 Hattiesburg Drive,North Delta,72352,222,494,716,,West Ocean Secondary,East Ocean Senior,North Plateau Secondary,Main Ridge College
Keagan,Dillon,764 Camarillo Street,North View,72345,508,207,715,,Main Delta Senior,Main Ridge College,Eastern Ocean Secondary,North-West Ocean Senior
London,Hicks,331 Hendersonville Court,Southern Plateau,72420,484,231,715,,South River Junior-Sec,Eastern Ocean College,Western Ocean Secondary,Main Delta Senior
Fabian,Chapman,243 Elizabethtown Road,Northern View,72405,477,238,715,,Southern Ocean High,West Bayou Senior,Western Delta Secondary,Main Ridge College
Arnav,Henry,124 West Allis Street,Central Terrace,72387,473,242,715,,North Plateau Secondary,Southern Bayou Composite,East Valley Senior,Western Plateau Secondary
Bryan,Molina,520 Redmond Boulevard,Southern Delta,72422,417,298,715,,Main Plateau Composite,South Plateau Secondary,Main River College,North Bay High
Chad,Irwin,118 Layton Lane,Northern Ridge,72409,411,304,715,,Eastern Bayou Junior-Sec,South Ridge High,Central Bay Secondary,Northern Bay College
Tomas,Allison,711 Pottstown Lane,Western River,72428,410,305,715,,Southern Bay College,Main Valley Senior,Eastern Valley Junior-Sec,Western Ocean Secondary
Caso,Mason,303 Loveland Avenue,South River,72358,388,327,715,,Western Ocean Secondary,Southern Ridge Secondary,South Ridge High,Eastern Bayou Junior-Sec
Isaac,Garza,618 Lebanon Road,Eastern Terrace,72437,375,340,715,,East River Senior,East Terrace Senior,East Valley Senior,Main Valley Senior
Xander,Mckee,166 Zephyrhills Boulevard,Northern Plateau,72410,329,386,715,,Northern Bay College,South River High,North Bay High,Northern Valley Senior
Mathias,Quinn,191 Burbank Road,Central Terrace,72387,325,390,715,,North Terrace High,South Plateau Secondary,South River Junior-Sec,Eastern Valley Junior-Sec
Dario,Finley,983 Missoula Drive,Eastern Bay,72444,312,403,715,,Central Terrace Secondary,Northern Bay College,Western Delta Secondary,Northern River Senior
Eli,Rogers,845 Lawrence Boulevard,Main Valley,72396,310,405,715,,Northern River Senior,East-Central View Composite,West Ocean Senior,West Ocean Secondary
Karter,Sanford,919 Boulder Place,Central Bayou,72393,293,422,715,,Main Delta Composite,South Ocean High,South Ridge High,Main River College
Eli,Roman,982 Albany Boulevard,South Terrace,72357,278,437,715,,North Valley Junior-Sec,South River High,West Valley High,Central Ridge Composite
Trenton,Potts,786 Chino Hills Road,Southern Terrace,72417,246,469,715,,North Valley Junior-Sec,East Ocean Senior,East Plateau College,North Bay College
Deandre,Mercer,373 Port Orange Avenue,Main Terrace,72397,245,470,715,,Central Ridge Senior,Eastern View Composite,Eastern View High,Main Ridge College
Moses,Fisher,973 Centreville Boulevard,South Bay,72364,509,205,714,,Southern Bayou Composite,East-Central View Composite,South View Composite,Eastern Bayou Secondary
Sam,Mathis,721 Hilton Head Island Road,West View,72365,496,218,714,,Main Delta Composite,Central Terrace Secondary,East Bayou College,Southern Ocean High
Easton,Morrow,78 Renton Boulevard,Central Plateau,72390,477,237,714,,Southern Ridge Secondary,East Bayou High,Main Plateau Composite,North-West Ocean Senior
Gregory,Yu,19 Hendersonville Road,South Bay,72364,467,247,714,,Northern View Junior-Sec,Main Ridge College,Eastern Ocean College,North Ridge High
Edwin,Bautista,285 Leesburg Street,Southern Delta,72422,462,252,714,,Eastern Plateau Junior-Sec,Eastern Terrace Secondary,Northern Bayou High,Central Plateau Secondary
Bobby,Mcintosh,701 Altoona Drive,Central Delta,72392,459,255,714,,Northern Bay College,Northern Bayou High,South Valley Senior,Central Terrace Secondary
Gregory,Irwin,389 Lehi Place,East Terrace,72377,452,262,714,,Central Ridge Composite,Main Delta Senior,West Ocean Senior,Southern Bay College
Skylar,Russell,368 Ellicott City Place,West View,72365,442,272,714,,East Valley High,Eastern Plateau Junior-Sec,Central Terrace Junior-Sec,Western Plateau Secondary
Case,Molina,947 Fountainebleau Boulevard,West View,72365,432,282,714,,Main Plateau Composite,Northern Delta Senior,Western Bayou High,Northern View Junior-Sec
Bryan,Morrow,106 Lakeville Place,East Bay,72384,432,282,714,,South Valley Senior,South Ocean High,North Ridge High,East Ocean Secondary
Larry,Stark,492 Pearland Avenue,Southern View,72415,395,319,714,,Eastern View High,North Ridge High,Main Bayou College,Eastern Ocean College
Deven,Warner,428 Novato Drive,Western Ocean,72431,348,366,714,,Main Valley Senior,Western Ocean Secondary,West Bayou Senior,East Valley Senior
Dillan,Moses,673 Allen Street,Eastern Ocean,72441,325,389,714,,North Terrace High,East-Central View Composite,Eastern Plateau Junior-Sec,Main Delta Composite
Fabian,Sanford,942 Anniston Lane,Eastern Delta,72442,318,396,714,,Southern Terrace Senior,Western Bayou High,East Plateau College,North-West Ocean Senior
